user_id,submission_count,avg_code_size,min_cpu_time,max_cpu_time,avg_memory,avg_total_lines,avg_line_spacing,avg_total_comments,avg_if_else_count,avg_total_variables,avg_loop_count,avg_capitalized_variable_names,avg_percentage_for_loops,acceptance_rate,submissions_per_month
u832705776,1,70,20,20,5584,2,0,0,0,0,0,0,0,100,1
u832719018,40,328.05,165,2762,85713,18,0.2,0,1,3,2,1,83,50,14
u832775448,1,184,65,65,61836,15,0,0,2,4,0,0,0,100,1
u832779883,2,163.5,17,17,3062,12,0.1,0,1,3,0,0,50,100,2
u832806457,12,284.75,100,167,27185.33,13,0.12,1,0,5,0,0,25,25,12
u832862568,4,138.75,17,17,2940,10,0.03,0,1,3,0,0,75,25,4
u832871520,100,741.49,17,2208,11284.24,27,0.19,3,1,5,0,1,42,56,25
u832934907,5,101,17,18,2964,4,0.4,0,0,0,0,0,0,0,5
u832943002,2,223,29,53,9088,14,0.26,0,1,5,1,0,50,50,2
u832968406,1,98,17,17,2940,9,0.14,0,1,4,0,3,0,0,1
u832995587,12,193.17,28,2205,12059,9,0.05,0,1,3,1,1,59,75,12
u833046758,1,26,17,17,2940,1,0,0,0,0,0,0,0,100,1
u833062816,1,127,33,33,9036,9,0,0,3,2,0,0,0,100,1
u833070958,50,458.2,17,2982,62494.32,23,0.24,0,2,4,2,2,64,62,4
u833071789,53,1668.91,26,2216,56376.45,74,0.37,2,2,10,3,4,98,45.28,9
u833080506,2,51.5,10,10,2568,2,0,0,0,1,0,0,0,50,2
u833089798,4,502.5,24,31,9151,15,0.25,2,0,2,0,0,0,75,4
u833160898,1,444,20,20,5596,21,0,0,4,3,2,1,50,100,1
u833212816,23,146.35,17,2260,82449.39,8,0.13,0,0,1,0,0,31,65.22,3
u833225635,3,292.33,17,18,3062.67,13,0.16,0,1,4,0,0,0,0,3
u833238721,5,240.2,58,2208,33372.8,12,0,0,1,4,2,4,100,20,5
u833242004,9,503.44,19,3310,24149.33,23,0.22,0,3,4,2,0,73,22.22,5
u833246689,1,18,10,10,6408,1,0,0,0,0,0,0,0,100,1
u833251692,1,167,2104,2104,3500,12,0.38,0,0,4,2,2,100,0,1
u833258732,1,29,20,20,5572,1,0,0,0,1,0,0,0,100,1
u833262884,1,677,485,485,111452,32,0.24,0,4,6,3,0,67,100,1
u833274229,3,59.67,20,20,5574.67,2,0,0,0,0,0,0,0,100,2
u833337336,26,406.12,17,2112,45305.38,19,0.12,0,1,5,3,3,92,15.38,9
u833355366,1,392,30,30,9188,19,0.38,0,2,2,2,0,100,100,1
u833357551,6,54.83,10,20,5411.33,3,0,0,0,1,0,0,0,100,3
u833382483,10,374.5,21,2206,17882.8,19,0.26,1,1,5,0,0,20,40,5
u833393891,3,249,17,2206,5394.67,15,0.24,0,1,2,0,0,17,33.33,2
u833412881,4,1739,18,2109,15285,72,0.24,10,8,10,9,1,100,25,4
u833416137,59,210.22,17,2208,53953.83,11,0.35,0,1,2,0,0,42,67.8,5
u833436666,73,232.32,17,3310,14968.33,14,0.03,0,2,3,0,2,65,43.84,11
u833492079,217,450,17,4261,34381.05,28,0.43,4,2,4,1,2,57,59.45,7
u833509814,24,188.04,17,2127,24013.67,9,0.03,0,1,3,1,0,54,87.5,5
u833517565,7,144,17,17,2957.71,12,0.14,0,2,2,0,1,15,42.86,4
u833523152,2,822,59,238,25512,31,0.24,3,3,5,2,1,88,50,2
u833543158,30,9539.73,17,385,4810.27,11,0.28,0,0,2,0,2,49,73.33,3
u833721713,6,328.83,17,202,5080,18,0.42,0,3,2,0,1,0,50,3
u833738197,74,315.09,17,2221,48715.78,16,0.2,0,1,4,1,1,85,31.08,19
u833760372,1,126,20,20,9100,8,0,0,2,1,1,0,100,0,1
u833871588,11,105.09,22,2206,9035.27,5,0.01,0,1,0,0,0,73,36.36,6
u833882954,4,393,17,18,3064,17,0.14,0,4,4,1,0,100,25,4
u833885332,4,350.5,22,71,9300,18,0.1,0,3,4,2,2,50,75,4
u833890779,1,487,2910,2910,5624,24,0.05,0,4,7,4,0,75,100,1
u833933988,5,98,17,18,2940,3,0.3,0,0,0,0,0,0,20,5
u833944274,1,235,18,18,3060,11,0,0,3,3,1,0,100,100,1
u833963136,77,285.27,24,2236,66141.92,14,0.03,0,1,3,1,1,57,63.64,39
u833990553,16,205.69,10,2104,5267.25,11,0.07,0,1,2,0,1,55,56.25,4
u833997299,12,219.75,17,2112,8116.33,13,0.24,0,1,3,1,1,67,83.33,3
u834076475,3,69.67,20,20,5584,5,0,0,0,2,0,0,0,100,2
u834120237,47,543.28,17,2110,14939.91,27,0.28,0,4,5,0,1,30,29.79,12
u834124826,2,583.5,80,80,5634,25,0.04,0,4,2,3,0,67,0,2
u834137151,6,313.67,17,20,3022,19,0,0,2,5,1,0,0,50,3
u834139744,1,737,1110,1110,11488,36,0.3,2,2,7,4,1,50,100,1
u834157170,1,105,17,17,2940,6,0.25,0,0,3,0,0,0,100,1
u834168862,13,196.31,17,172,4416.31,8,0.05,0,0,3,0,0,54,61.54,5
u834223340,3,117,17,22,5072,9,0,0,1,2,0,0,0,33.33,2
u834224054,72,302.42,17,3311,25019.83,18,0.29,0,2,4,1,3,58,45.83,18
u834248129,47,116.49,17,21,3511.66,7,0.17,0,0,1,0,0,3,76.6,8
u834258010,35,149.6,20,350,5967.2,8,0.24,0,0,1,0,1,37,100,9
u834269725,21,448.33,17,2207,20867.24,20,0.14,0,2,2,1,0,39,42.86,7
u834279451,18,437.5,17,2271,127119.11,25,0.38,4,2,4,1,1,70,61.11,4
u834299769,1,103,17,17,2940,6,0,0,1,0,0,0,0,100,1
u834301346,6,164.17,25,31,9054.67,10,0.03,0,2,1,0,1,34,83.33,6
u834311314,9,199.56,23,2104,4305.78,10,0.02,0,1,4,1,2,95,33.33,3
u834322852,9,249.33,19,24,9301.33,13,0.1,0,2,2,0,2,0,22.22,9
u834415466,45,479.27,17,2105,6192.89,20,0.02,0,2,4,3,1,71,31.11,12
u834416077,3,296.33,0,0,0,17,0.13,0,2,3,3,0,89,0,3
u834428892,1,166,17,17,2940,11,0,0,2,3,1,0,100,0,1
u834450722,2,25.5,17,17,2940,1,0,0,0,0,0,0,0,100,2
u834458982,1,258,20,20,5600,12,0,0,0,4,2,0,50,100,1
u834471595,27,321.93,23,2207,21982.22,18,0.02,0,2,4,2,0,82,40.74,9
u834543458,4,832,21,24,9257,37,0.32,2,2,5,0,0,0,50,4
u834585042,9,259.56,32,407,27084.89,16,0.18,0,0,4,1,1,89,33.33,9
u834598393,15,195.07,17,2206,18328,9,0,0,1,3,1,1,79,40,8
u834659489,4,114.25,17,118,32246,9,0,0,1,3,0,1,75,50,2
u834702748,4,70.25,0,20,1912,4,0,0,0,3,0,0,0,25,4
u834717227,2,140,67,185,72232,6,0,0,0,1,0,2,50,100,2
u834740228,3,232,2122,2123,277432,14,0,0,0,7,2,5,0,0,3
u834771741,3,269,17,17,3062.67,15,0.2,0,0,6,1,0,100,66.67,3
u834777932,5,200,20,2207,29525.6,17,0.56,0,0,3,1,1,55,80,5
u834832056,63,318.67,17,2229,48151.3,14,0.16,0,1,3,0,1,69,49.21,7
u834837888,18,286.06,10,2104,11743.11,13,0.07,0,0,4,1,1,76,22.22,9
u834962510,1,30,20,20,4196,3,1,0,0,1,0,0,0,100,1
u834983620,57,299.96,17,2211,18641.05,17,0.33,0,3,3,1,0,62,15.79,19
u835033890,1,317,2206,2206,12412,16,0.08,0,2,4,3,0,100,0,1
u835062053,2,57,20,20,5582,4,0.25,0,0,1,0,0,0,100,2
u835068843,12,145.08,24,31,9089.33,9,0.22,0,2,1,0,1,0,58.33,6
u835090251,32,131.5,20,2206,11649.88,9,0,0,2,1,0,1,38,31.25,16
u835095496,39,596.82,24,2208,36984.21,25,0.28,1,2,3,1,0,65,25.64,13
u835283343,3,113,17,17,2940,7,0.33,0,0,1,0,0,67,66.67,3
u835283937,244,435.98,17,2213,13949.7,20,0.16,0,3,3,1,2,60,67.62,41
u835322333,28,281.89,17,2216,26807.43,17,0.32,0,1,3,1,2,90,50,10
u835348080,1,491,179,179,38384,22,0.06,2,3,5,2,0,100,100,1
u835353642,18,75,17,19,2960.22,4,0.13,0,0,0,0,0,6,94.44,9
u835385882,8,203.62,17,231,3281,9,0.36,0,0,3,0,1,38,75,3
u835414158,2,739,40,1120,8230,47,0.37,1,6,4,4,0,90,100,2
u835426975,2,846.5,3311,3312,88400,38,0.16,3,2,9,5,0,42,0,2
u835467030,2,93.5,21,21,3316,5,0,0,1,0,0,0,0,100,1
u835480534,2,638.5,32,70,35538,43,0.27,8,1,11,1,0,0,50,2
u835482198,158,318.58,10,3156,8279.54,15,0.11,0,1,3,1,1,53,56.96,16
u835488697,1,542,2213,2213,202020,34,0.27,0,1,8,4,1,100,0,1
u835498050,1,29,20,20,5576,2,0,0,0,1,0,0,0,100,1
u835534008,2,92,30,33,9080,7,0,0,2,1,0,1,0,100,2
u835534360,43,487.4,17,2260,212519.63,17,0.01,0,3,3,2,2,65,44.19,22
u835547202,1,259,23,23,3064,16,0,1,5,0,0,0,0,100,1
u835575472,9,84.56,20,33,9071.56,4,0,0,0,0,0,0,0,55.56,5
u835576379,5,145.8,17,147,6658.4,10,0.29,0,1,3,0,2,20,60,3
u835628599,1,37,17,17,2940,2,0,0,0,1,0,0,0,100,1
u835629653,4,442.25,18,20,3063,22,0.02,0,2,3,6,0,53,50,4
u835687287,1,271,17,17,2940,15,0.08,0,2,3,1,1,100,100,1
u835709901,4,127.25,17,65,8512,7,0.3,0,0,2,1,1,100,50,4
u835717746,1,87,20,20,7364,3,0,0,0,0,2,0,100,100,1
u835732324,66,166.64,17,2109,4642.67,9,0.07,0,1,2,0,1,69,46.97,22
u835794786,8,480.12,20,17840,34781.5,22,0.12,0,1,6,2,1,67,100,8
u835805357,2,160,23,24,9276,8,0.35,0,1,2,0,0,0,100,2
u835818706,2,362,2206,2206,9194,19,0.03,1,3,4,2,0,100,0,2
u835820697,3,180.67,28,58,9146.67,11,0.28,0,1,3,1,0,67,66.67,3
u835844653,20,1859.15,0,40000,4949.4,77,0.14,1,5,9,15,1,82,15,7
u835866094,13,1241.54,10,30,4531.38,48,0.11,7,6,7,4,0,75,100,13
u835876091,1,44,17,17,2940,2,0,0,0,0,0,0,0,100,1
u835907423,3,191,17,23,3062.67,11,0.03,0,2,4,0,1,0,100,3
u835914531,3,48.67,17,17,2940,2,0,0,0,0,0,0,0,66.67,2
u835924161,109,157.89,17,3308,8384.22,9,0.06,0,1,2,0,1,42,68.81,10
u835960231,1,92,18,18,2940,7,0.2,0,1,1,0,0,0,100,1
u836004075,111,472.49,17,3308,130261.69,20,0.23,0,2,4,1,1,62,52.25,19
u836030718,1,73,20,20,5544,6,1,0,0,1,0,0,0,100,1
u836080851,38,224.61,17,2206,7821.16,14,0.06,0,2,4,0,2,56,26.32,7
u836133197,28,279.64,0,30,4269.29,11,0.1,0,1,1,1,0,38,21.43,28
u836157755,2,229.5,17,17,3064,12,0.57,0,2,2,0,1,0,50,2
u836197361,1,299,320,320,5920,15,0.18,0,2,2,3,0,100,100,1
u836207173,4,215.5,18,2206,7595,13,0.02,0,2,2,1,0,50,50,2
u836284844,25,754.04,21,2270,217273.92,31,0.1,0,2,8,2,2,51,36,13
u836311327,166,792.45,21,3308,51783.64,32,0.22,0,3,4,2,1,71,56.02,42
u836370820,1,154,20,20,5592,19,0.31,0,3,6,0,0,0,100,1
u836403653,1,494,17,17,3064,18,0,0,5,3,2,0,100,0,1
u836467497,12,200.5,17,2106,10141,9,0.14,0,1,1,1,1,42,66.67,3
u836473481,7,215.71,20,20,5654.86,10,0.23,0,1,1,1,0,41,100,7
u836528767,1,79,17,17,2940,7,0.2,0,1,2,0,0,0,100,1
u836567931,7,319.71,0,30,3737.14,17,0.17,1,0,6,2,1,60,42.86,3
u836589274,28,546.07,17,3312,35108,24,0.31,2,3,4,1,1,55,50,7
u836644468,1,50,17,17,2940,3,0,1,0,1,0,1,0,100,1
u836690557,2,148,17,18,2940,9,0.22,0,0,3,0,0,50,100,2
u836695640,11,163.45,21,74,9152,11,0.18,0,2,2,0,1,55,45.45,4
u836737505,252,160.35,17,2207,9646.7,7,0.01,0,0,2,0,1,50,69.84,26
u836738508,5,58.8,20,280,5748.8,4,0,0,0,2,0,0,0,100,5
u836743234,5,146,17,17,3012,7,0,0,1,2,0,0,80,80,3
u836923362,9,701,20,11980,13362.22,31,0.25,2,1,4,3,1,52,100,9
u836939578,218,414.48,17,3310,65814.11,20,0.32,0,2,4,1,1,62,68.35,20
u836957162,2,39.5,20,20,5576,2,0,0,0,0,0,0,0,100,2
u836984617,20,187.05,17,2104,4208,11,0.25,0,1,3,0,1,50,45,10
u837033158,5,187.4,17,20,3012.8,9,0.05,0,1,2,0,2,60,80,3
u837070143,1,146,17,17,3060,9,0,0,1,3,0,0,0,0,1
u837208565,1,404,259,259,11896,26,0.32,0,1,5,2,0,100,0,1
u837216137,2,85,18,18,2940,6,0.34,0,0,1,0,0,0,0,2
u837240662,12,383.08,64,2112,76774,15,0.07,0,2,3,0,1,17,58.33,12
u837252489,39,417.74,22,2229,166212.82,19,0.18,0,1,4,1,0,67,41.03,13
u837286475,91,361.96,17,2117,18415.78,22,0.6,1,1,3,1,1,66,56.04,7
u837340160,68,193.96,17,2421,11857.76,10,0.22,0,1,2,0,2,56,48.53,10
u837342248,27,186.74,17,2104,6673.04,8,0.04,0,0,2,0,1,50,59.26,14
u837383145,29,215.28,17,2113,32745.52,10,0.16,0,1,2,1,1,69,58.62,8
u837501838,39,123.08,23,165,9271.28,8,0.07,0,1,1,0,1,26,71.79,20
u837507786,48,253.75,24,2206,21084.17,15,0.19,0,2,2,0,1,66,33.33,12
u837544459,3,55,28,33,8984,2,0,0,0,0,0,0,0,33.33,3
u837546225,1,86,28,28,9152,5,0,0,1,0,0,0,0,100,1
u837597523,11,687.36,20,4590,28117.82,35,0.26,0,3,4,2,1,65,100,4
u837673618,125,1121.84,17,3170,16640.93,47,0.16,0,5,6,3,1,79,34.4,63
u837677955,98,302.79,17,2228,37806.86,16,0.39,1,1,2,1,2,52,69.39,7
u837715637,15,253.2,11,171,11565.07,15,0.08,1,2,2,0,0,60,53.33,5
u837721058,8,233.38,17,2104,13057,14,0.02,0,2,3,1,0,88,12.5,4
u837745858,14,291.93,17,2104,4640.29,14,0.06,0,2,2,1,1,33,92.86,4
u837811962,33,426.79,0,40000,478889.09,18,0.27,0,2,4,2,1,90,27.27,17
u837852400,12,174,17,123,5716,9,0.11,0,0,2,1,1,59,75,2
u837859297,1,465,30,30,5592,27,0.24,6,2,6,0,5,0,100,1
u837878575,11,186.64,0,90,3941.45,10,0.48,0,0,3,1,1,30,63.64,4
u837885766,55,538.6,17,2281,41357.09,24,0.35,2,2,4,1,1,51,50.91,14
u838095295,3,158.67,17,17,2940,9,0,1,1,1,1,1,100,33.33,2
u838156135,1,244,119,119,20404,10,0,1,1,4,1,0,100,100,1
u838258584,1,124,24,24,9088,8,0.4,0,1,2,0,0,0,100,1
u838261804,5,317,250,274,8989.6,30,0.14,0,3,8,2,0,100,20,5
u838296343,6,214.17,25,2231,116274.67,12,0.31,0,1,3,1,1,67,33.33,6
u838299083,7,189.86,17,2104,4593.71,11,0.6,0,1,2,0,0,58,85.71,2
u838350081,16,282.5,17,2105,6488.5,15,0.42,0,1,2,0,0,50,62.5,3
u838454059,1,78,23,23,9168,7,0,0,1,2,0,0,0,100,1
u838486870,1,158,17,17,3060,6,0,0,1,2,0,2,0,0,1
u838559130,1,77,17,17,2940,5,0,0,1,1,0,0,0,100,1
u838560769,44,831.59,17,2215,25081.73,39,0.25,6,4,6,2,0,70,40.91,11
u838590162,5,337.2,17,1568,8147.2,19,0.44,3,1,4,0,1,60,60,5
u838644735,220,538.98,10,3519,64464.33,27,0.13,1,2,6,2,2,67,54.55,15
u838651937,37,176.92,17,2206,6203.24,11,0.22,0,2,3,0,3,25,43.24,8
u838674605,2,67.5,17,17,2940,5,0.1,0,1,1,0,0,0,50,2
u838693014,16,147.44,17,33,3557,7,0,0,1,0,0,1,0,6.25,8
u838716336,6,384.67,27,2207,17406,19,0.36,0,2,3,1,0,75,83.33,3
u838742270,8,435.25,55,2113,54305.5,23,0.05,0,4,4,1,0,50,50,2
u838759969,13,207.08,0,30,5856.92,10,0.14,0,0,3,0,1,47,30.77,4
u838772890,2,208,17,19,3000,8,0,0,1,3,1,3,100,50,2
u838786721,34,173.71,17,2109,10572.94,12,0.39,0,0,3,1,1,59,61.76,4
u838835566,2,320,17,18,3002,21,0.34,1,1,4,1,2,100,0,2
u838843429,2,544,17,20,3188,18,0.08,6,1,5,1,1,50,100,2
u838857768,2,55.5,17,17,2940,2,0,0,0,1,0,0,0,50,2
u838858711,1,156,11,11,2568,11,0.43,4,0,3,0,0,0,100,1
u838869282,24,114.96,17,2185,89614.83,6,0,0,0,1,0,0,25,41.67,5
u838869513,3,215,34,146,13961.33,14,0.54,0,1,2,0,0,34,66.67,3
u838900850,63,550.95,20,15470,16919.56,25,0.15,0,3,4,2,1,69,100,21
u838959206,21,308.62,17,2288,162446.67,14,0.14,0,1,3,1,1,57,61.9,21
u838970041,1,276,2205,2205,9116,12,0.1,1,1,2,4,0,100,0,1
u838993229,62,180.27,20,2500,6138.06,9,0.05,0,1,2,1,1,39,100,16
u838994261,1,24,25,25,9044,1,0,0,0,0,0,0,0,0,1
u839008951,44,382.39,20,20000,8091.73,23,0.3,0,1,4,2,1,77,56.82,22
u839018659,3,144,29,2206,13070.67,9,0,0,2,1,0,0,34,33.33,1
u839076892,1,27,20,20,5572,2,0,0,0,1,0,0,0,100,1
u839082469,2,287,17,812,3254,16,0.16,1,2,3,1,0,100,100,2
u839110000,42,175,17,1145,5242.29,8,0.01,0,1,2,1,0,70,73.81,21
u839131367,2,157,17,17,2940,9,0.52,2,0,0,0,0,0,100,2
u839188633,232,438.59,17,3358,126707.4,21,0.29,0,1,4,1,1,68,55.6,9
u839205411,3,140.67,17,18,3020,10,0,0,1,1,0,0,0,33.33,3
u839224193,8,713.38,17,611,5710.5,32,0.22,0,3,3,1,1,30,62.5,2
u839236261,14,184.86,24,200,21493.43,10,0.02,0,1,2,0,1,8,35.71,5
u839237319,12,402.75,20,18790,9032.67,19,0.11,0,2,3,2,0,44,100,3
u839246671,22,184.86,17,2207,10011.45,8,0,0,1,2,0,2,19,45.45,6
u839269354,1,478,20,20,5608,25,0.35,0,1,4,2,0,50,100,1
u839270538,58,126.91,17,648,3743.17,7,0.16,0,0,1,0,0,26,82.76,6
u839277937,2,784.5,289,296,40738,39,0.19,0,3,5,5,0,0,0,2
u839335379,1,222,326,326,48552,15,0.27,1,1,3,2,2,100,100,1
u839507491,1,108,17,17,2940,5,0,0,1,1,0,0,0,100,1
u839507718,2,254,27,31,9106,17,0.14,0,4,2,1,1,100,50,2
u839509562,30,633.83,24,2306,26082.13,29,0.29,1,3,4,2,1,74,60,6
u839513584,1,70,17,17,2940,8,0.2,0,1,2,0,0,0,0,1
u839537730,61,300.64,16,2109,12899.08,16,0.31,0,1,3,0,1,62,63.93,11
u839552353,1,307,17,17,3064,12,0,0,1,5,1,4,100,100,1
u839573768,4,327,20,40,4209,14,0.09,0,1,0,2,0,63,100,4
u839584122,4,80,17,22,4459,6,0.05,0,1,1,0,0,0,50,2
u839599863,3,691.33,41,49,3316,44,0.19,0,5,9,4,1,100,33.33,3
u839624727,20,214.05,17,2105,24411.8,10,0.09,0,0,4,1,1,95,30,10
u839675792,1,304,11,11,2572,17,0.23,1,4,1,1,0,100,100,1
u839722771,8,189.75,20,110,6235,8,0.04,0,1,0,1,0,26,100,4
u839788696,29,149.03,20,40,5684,9,0.21,0,1,1,1,1,34,65.52,15
u839810587,5,227.2,26,246,9168.8,11,0.37,0,2,4,0,1,60,80,5
u839827224,2,137,17,17,2940,9,0,2,1,0,0,0,0,50,2
u839857256,135,525.09,17,3156,38443.56,23,0.11,0,3,5,1,1,77,40.74,6
u839873388,3,113.33,17,18,2940,8,0.15,0,1,2,0,1,67,33.33,3
u839897553,17,162.41,17,21,2996.94,7,0.29,0,1,0,0,1,30,23.53,5
u839919454,4,198,22,25,9172,12,0.28,0,1,3,0,0,50,75,4
u839938263,2,102.5,17,47,7428,5,0.6,0,0,1,0,1,0,100,2
u839953865,49,201.57,17,3156,10384.33,11,0.03,0,1,2,1,0,50,71.43,7
u839954363,17,304.76,17,2126,34257.18,20,0.22,0,0,5,1,2,65,29.41,17
u839957696,3,78.67,20,30,5584,6,0,0,1,1,0,0,0,100,3
u839962817,11,834.09,2206,2210,56076.73,44,0.2,0,4,9,4,3,79,0,11
u840037795,57,344.95,29,2208,69456.14,18,0.21,0,1,3,1,1,57,71.93,29
u840078428,5,190,22,757,13940,10,0,1,1,2,1,0,60,60,3
u840105874,4,237,17,1058,340257,16,0.14,0,1,3,1,0,50,0,2
u840155763,30,287.37,17,2208,66158.27,12,0.33,0,0,2,1,1,46,40,8
u840175389,1,1469,20,20,5624,65,0.15,0,9,4,2,0,50,100,1
u840234291,9,197.11,17,25,7160,6,0,0,0,4,0,0,0,44.44,9
u840247626,35,223.11,0,35780,16872.8,12,0.05,0,1,2,1,1,44,80,35
u840310460,104,300.41,17,2283,84282.27,16,0.22,0,1,3,1,2,60,47.12,11
u840375886,3,188,17,2104,8834.67,11,0.24,0,1,1,1,2,67,66.67,3
u840426722,1,97,17,17,2940,7,0,0,1,2,1,0,100,100,1
u840438868,5,172.6,18,180,31807.2,10,0,0,1,3,0,2,60,80,3
u840460038,1,217,24,24,9152,10,0,0,1,3,4,0,100,0,1
u840485969,7,89.86,17,26,6445.14,9,0.53,0,0,2,1,0,43,28.57,4
u840551450,1,138,17,17,2940,10,0,0,2,3,1,1,100,100,1
u840570107,73,231.85,17,2206,10358.14,13,0.16,0,1,2,1,1,62,52.05,13
u840579553,63,1964.38,17,2223,62896.19,92,0.35,2,2,4,2,1,58,58.73,16
u840592162,10,91.3,17,19,2988.4,4,0.06,0,0,1,0,1,30,50,4
u840640840,2,38,0,20,3806,2,0,0,0,1,0,0,0,50,2
u840649762,4,263.75,27,30,9263,17,0.5,0,1,3,0,0,25,50,4
u840660057,8,287.38,68,3310,93599,15,0.17,0,1,4,1,0,82,12.5,8
u840684628,23,706.52,17,2116,15756.52,33,0.27,1,4,5,2,2,77,21.74,8
u840692555,6,170.33,20,30,5592.67,9,0.07,0,1,2,0,1,17,100,3
u840693392,10,182.5,64,2863,76572,10,0,0,2,2,0,0,50,10,10
u840773955,22,709.82,18,2208,59524.73,30,0.06,0,4,7,2,2,69,50,11
u840807329,19,316.21,17,2104,13603.37,22,0.29,0,3,3,1,1,83,31.58,5
u840810569,4,59.25,17,17,2940,2,0.08,0,0,0,0,0,0,50,4
u840813237,4,198.5,17,2107,33462,12,0,0,1,3,0,0,38,25,2
u840823723,1,118,17,17,2940,8,0.4,1,1,0,0,0,0,0,1
u840834747,2,79.5,20,20,5588,7,0.44,0,0,4,0,2,0,100,2
u840841119,94,98.88,23,2206,10248.72,6,0.67,0,0,1,0,1,30,96.81,32
u840867107,6,112,17,49,4454.67,6,0.08,0,0,1,0,1,34,66.67,6
u840891244,2,50,29,31,9066,4,0.25,0,0,2,0,2,0,50,2
u840910893,4,168.75,17,18,2970,9,0.04,0,1,1,0,0,0,50,4
u840916444,4,313.5,17,18,3033,17,0.04,0,3,5,1,0,25,25,4
u840920983,57,606.75,19,3309,51324.98,30,0.15,1,4,5,2,0,76,47.37,15
u840958781,245,182.95,17,3308,20650.63,10,0.01,0,1,2,1,1,57,40.41,18
u840959770,1,277,17,17,3060,11,0,0,4,1,1,0,100,100,1
u840964147,20,197.2,17,115,7066.4,11,0.25,0,1,2,0,0,75,20,5
u840974625,72,384.78,17,2128,51407.44,21,0.28,0,1,4,1,1,70,16.67,36
u840985185,4,315.5,17,18,2971,13,0.02,2,0,2,0,1,17,75,2
u840988663,76,167.47,17,2104,6773.26,10,0.16,0,0,3,0,1,47,67.11,6
u840993943,1,154,23,23,9048,10,0.29,2,1,1,0,1,0,100,1
u841020340,2,103,30,64,9172,7,0,0,1,2,0,0,50,100,2
u841021102,63,154.06,21,3308,10723.62,8,0.01,0,1,2,0,0,47,60.32,32
u841031718,1,227,17,17,3060,15,0,0,7,1,0,1,0,100,1
u841222846,42,440.62,17,3161,9550.48,21,0.3,0,2,4,2,1,74,47.62,4
u841240286,5,99.6,41,44,14192.8,4,0.5,0,1,2,0,2,0,0,5
u841348630,9,114.22,17,569,11527.11,6,0.28,0,0,1,0,1,12,88.89,3
u841374201,3,70.33,21,24,9041.33,5,0,0,1,1,0,0,0,33.33,3
u841448820,2,674,2105,2105,26828,35,0.13,0,3,6,2,3,50,0,2
u841469993,11,477.64,169,242,59282.91,35,0.27,0,4,4,1,1,100,18.18,11
u841493428,4,71.25,20,20,5823,4,0.06,0,0,0,0,0,0,100,4
u841517236,1,65,17,17,2568,8,0.75,0,0,4,0,0,0,100,1
u841531687,109,269.02,17,2235,92254.39,13,0.17,0,1,3,0,1,49,55.05,22
u841557163,6,187.67,17,38,2981.33,10,0.22,0,0,3,1,2,75,66.67,6
u841567836,69,365,0,20000,40085.16,19,0.19,0,2,2,1,1,69,28.99,18
u841568901,174,181.32,16,3308,15664.44,8,0.05,0,0,2,0,2,39,72.41,44
u841599623,101,288.05,17,2211,28564.44,14,0.04,0,2,3,1,1,52,24.75,21
u841621946,64,373.92,17,2308,66705.44,17,0.01,0,2,5,2,2,79,50,10
u841623074,62,425.85,17,2121,15353.74,22,0.05,0,3,4,1,1,69,43.55,31
u841793789,33,165.67,17,2105,5903.03,8,0.03,0,1,2,0,2,64,69.7,11
u841845544,3,307,17,106,3532,15,0.26,0,1,3,1,0,67,100,2
u841856382,28,417.04,19,2208,28027.14,20,0.13,0,2,6,1,4,92,46.43,10
u841919141,6,144.33,28,167,17756,8,0.31,0,0,2,0,1,34,50,6
u841924362,22,281.91,17,2111,22197.64,12,0.1,0,0,3,0,2,69,45.45,11
u841942209,9,253,28,159,13408,17,0.47,0,1,4,0,1,67,33.33,5
u841945203,11,235.64,0,30,5188.73,11,0.07,0,0,2,1,1,25,81.82,3
u841994910,5,37.6,17,18,2940,2,0,0,0,1,0,1,0,100,5
u842028864,27,122.85,17,2109,10865.93,5,0.05,0,0,1,0,1,8,70.37,14
u842033632,35,277.34,23,3309,17784.11,13,0.12,1,1,3,1,2,66,51.43,9
u842043169,1,65,17,17,2940,3,0,0,0,1,0,1,0,100,1
u842054747,13,267.31,17,58,5851.38,13,0.28,0,1,3,0,0,93,38.46,5
u842116721,1,220,18,18,2940,13,0.1,0,2,4,1,0,100,100,1
u842118372,3,381,17,199,3022.67,23,0.02,1,4,7,1,4,67,66.67,2
u842128845,1,56,17,17,2940,3,1,0,0,0,0,0,0,100,1
u842166165,1,50,19,19,3188,2,0,0,0,0,0,0,0,100,1
u842170774,139,594.85,17,3332,104544.52,29,0.1,1,3,5,2,2,55,52.52,12
u842230338,16,278,17,254,7594,14,0.12,0,1,2,1,1,50,37.5,6
u842243706,4,208.75,27,1378,9148,13,0.11,0,2,2,1,2,75,75,4
u842303434,3,111.33,22,84,6712,6,0,0,0,2,0,0,67,66.67,3
u842375327,28,306.43,17,2104,3054.14,16,0.05,0,2,2,0,1,15,10.71,28
u842388336,166,256.38,17,3308,31336.92,14,0.15,0,1,3,1,1,42,43.98,28
u842394250,1,157,17,17,3060,8,0,0,1,2,0,2,0,100,1
u842401785,43,524.44,17,2210,52481.77,26,0.2,0,2,4,2,1,77,76.74,6
u842461513,115,343.97,20,2570,6222.82,11,0.08,1,1,2,1,0,43,100,29
u842468892,1,253,20,20,6596,15,0.27,0,2,5,1,0,100,100,1
